epoch,total_steps,train_loss,val_loss
1,4750,0.911482,0.493953
1,4800,0.948170,0.488969
1,4850,0.739820,0.489475
1,4900,0.788031,0.490308
1,4922,0.488295,0.489438
2,4950,0.282409,0.469949
2,5000,0.278853,0.468053
2,5050,0.248745,0.470700
2,5100,0.176834,0.469487
2,5150,0.247782,0.467503
2,5200,0.259208,0.468960
2,5250,0.206749,0.467695
2,5300,0.165056,0.467328
2,5350,0.385950,0.465972
2,5400,0.238061,0.465925
2,5450,0.220379,0.466663
2,5500,0.264271,0.465827
2,5550,0.234908,0.467828
2,5600,0.268536,0.464819
2,5650,0.232762,0.466326
2,5700,0.153838,0.465618
2,5750,0.194862,0.464515
2,5800,0.432369,0.464984
2,5850,0.312208,0.464475
2,5900,0.318812,0.463448
2,5950,0.315317,0.465483
2,6000,0.389243,0.463238
2,6050,0.190484,0.465559
2,6100,0.369626,0.463783
2,6150,0.194131,0.462538
2,6200,0.254964,0.463948
2,6250,0.285645,0.464264
2,6300,0.823207,0.463479
2,6350,0.427638,0.464193
2,6400,0.218620,0.463918
2,6450,0.563616,0.463210
2,6500,0.343574,0.463939
2,6550,0.609181,0.462674
2,6600,0.504961,0.463738
2,6650,0.272901,0.464067
2,6700,0.766232,0.464546
2,6750,0.467035,0.463814
2,6800,0.410385,0.464715
2,6850,0.436847,0.462801
2,6900,0.413849,0.462400
2,6950,0.369247,0.461271
2,7000,0.330021,0.462629
2,7050,0.305260,0.462648
2,7100,0.589596,0.462036
2,7150,0.309213,0.462335
2,7200,0.542023,0.463013
2,7250,0.422993,0.462874
2,7300,0.390082,0.461816
2,7350,0.326628,0.463404
2,7400,0.220544,0.463250
2,7450,0.460709,0.462252
2,7500,0.458897,0.464175
2,7550,0.217566,0.463010
2,7600,0.327399,0.465167
2,7650,0.290106,0.464244
2,7700,0.300824,0.462904
2,7750,0.323611,0.463602
2,7800,0.710503,0.463706
2,7850,0.325247,0.463046
2,7900,0.660809,0.465425
2,7950,0.479224,0.464861
2,8000,0.289009,0.464325
2,8050,0.673530,0.464321
2,8100,0.435266,0.464530
2,8150,0.412092,0.465967
2,8200,0.480223,0.465840
2,8250,0.402823,0.465933
2,8300,0.653781,0.466576
2,8350,0.316803,0.466885
2,8400,0.260840,0.465099
2,8450,0.462607,0.467026
2,8500,0.781907,0.467072
2,8550,0.543610,0.467234
2,8600,0.753478,0.466532
2,8650,0.786317,0.470216
2,8700,0.606734,0.471134
2,8750,0.681662,0.468515
2,8800,0.409513,0.469560
2,8850,0.876734,0.468908
2,8900,0.602371,0.470059
2,8950,0.407779,0.469400
2,9000,0.251947,0.471786
2,9050,0.707038,0.472988
2,9100,0.497761,0.473099
2,9150,0.394244,0.472300
2,9200,0.681230,0.473251
2,9250,0.448799,0.475196
2,9300,0.483021,0.475671
2,9350,0.694163,0.473708
2,9400,0.526423,0.475606
2,9450,0.490950,0.479006
2,9500,0.522989,0.478844
2,9550,0.559805,0.477300
2,9600,0.502200,0.479517
2,9650,0.427701,0.481619
2,9700,0.735884,0.482121
2,9750,0.675764,0.477886
2,9800,0.815338,0.479755
2,9844,0.436906,0.480499
3,9850,0.439596,0.468663
3,9900,0.382012,0.460872
3,9950,0.320287,0.461158
3,10000,0.298941,0.461036
3,10050,0.251090,0.464157
3,10100,0.205468,0.463720
3,10150,0.219828,0.463809
3,10200,0.373785,0.462979
3,10250,0.234870,0.463542
3,10300,0.203099,0.461221
3,10350,0.269728,0.463318
3,10400,0.282278,0.461138
3,10450,0.365623,0.462806
3,10500,0.317132,0.463532
3,10550,0.168035,0.461415
3,10600,0.234104,0.461774
3,10650,0.306374,0.462863
3,10700,0.380938,0.462198
3,10750,0.443231,0.461416
3,10800,0.204841,0.460104
3,10850,0.260021,0.461167
3,10900,0.316601,0.460544
3,10950,0.281616,0.460851
3,11000,0.357431,0.459800
3,11050,0.280446,0.460666
3,11100,0.225994,0.461581
3,11150,0.260207,0.461502
3,11200,0.379528,0.462386
3,11250,0.278649,0.459637
3,11300,0.209138,0.460091
3,11350,0.473093,0.460133
3,11400,0.446131,0.459386
3,11450,0.405492,0.459827
3,11500,0.253958,0.459425
3,11550,0.361150,0.460567
3,11600,0.236537,0.460046
3,11650,0.543778,0.460689
3,11700,0.341782,0.460455
3,11750,0.347014,0.459527
3,11800,0.272064,0.459669
3,11850,0.204780,0.458226
3,11900,0.397019,0.458099
3,11950,0.407625,0.458427
3,12000,0.515035,0.457596
3,12050,0.395641,0.458048
3,12100,0.649414,0.459545
3,12150,0.479616,0.459955
3,12200,0.285486,0.457884
3,12250,0.450032,0.460524
3,12300,0.258601,0.459922
3,12350,0.585399,0.460252
3,12400,0.389989,0.458446
3,12450,0.430457,0.458705
3,12500,0.466852,0.458897
3,12550,0.390401,0.459311
3,12600,0.499797,0.458939
3,12650,0.520542,0.458928
3,12700,0.231211,0.457700
3,12750,0.344478,0.459062
3,12800,0.618032,0.459896
3,12850,0.424893,0.459948
3,12900,0.645779,0.460291
3,12950,0.348903,0.460603
3,13000,0.689208,0.460211
3,13050,0.545862,0.459521
3,13100,0.634516,0.462687
3,13150,0.440918,0.460414
3,13200,0.586431,0.460942
3,13250,0.468472,0.460804
3,13300,0.378805,0.460034
3,13350,0.651905,0.461537
3,13400,0.308535,0.460957
3,13450,0.536064,0.461484
3,13500,0.575638,0.461972
3,13550,0.537716,0.463652
3,13600,0.324410,0.464496
3,13650,0.486228,0.462783
3,13700,0.492590,0.465238
3,13750,0.720525,0.463436
3,13800,0.548356,0.464190
3,13850,0.427887,0.465433
3,13900,0.559458,0.467902
3,13950,0.645127,0.466290
3,14000,0.772771,0.468059
3,14050,0.737096,0.467473
3,14100,0.664746,0.463973
3,14150,0.522169,0.470728
3,14200,0.635448,0.468242
3,14250,0.810883,0.468771
3,14300,0.586341,0.471249
3,14350,0.823050,0.472506
3,14400,0.731555,0.473723
3,14450,0.811280,0.472970
3,14500,0.708857,0.472879
3,14550,0.539947,0.472701
3,14600,0.694135,0.477996
3,14650,0.647906,0.473025
3,14700,0.874770,0.473462
3,14750,0.748711,0.474125
3,14766,0.425497,0.474049
